Date,Open,High,Low,Close,Adj Close,Volume
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,303.26806640625,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,306.7701721191406,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,307.8024597167969,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,306.16192626953125,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,308.4474792480469,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,308.98211669921875,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,310.9728088378906,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,310.6409912109375,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,311.1387023925781,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,310.3368835449219,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,311.8206481933594,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,310.5396423339844,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,307.34161376953125,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,297.1485290527344,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,288.144287109375,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,287.0843811035156,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,274.19091796875,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,273.0388488769531,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,284.86334228515625,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,276.7069091796875,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,288.3377990722656,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,278.7529602050781,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,274.14483642578125,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,252.7356414794922,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,265.8134460449219,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,252.8554229736328,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,228.6629638671875,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,248.21051025390625,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,221.0503692626953,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,232.9853515625,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,221.1885986328125,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,221.65863037109375,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,212.1064453125,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,206.68324279785156,326025200
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,225.40943908691406,235494500
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,228.78382873535156,299430300
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,242.14254760742188,257632800
2020-03-27,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,234.93014526367188,224341200
2020-03-30,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,242.55966186523438,171369500
2020-03-31,260.55999755859375,263.3299865722656,256.2200012207031,257.75,238.94424438476562,194881100
2020-04-01,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,228.1905517578125,189554600
2020-04-02,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,233.45614624023438,177660400
2020-04-03,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,230.08172607421875,135561200
2020-04-06,257.8399963378906,267.0,248.1699981689453,264.8599853515625,245.53543090820312,188061200
2020-04-07,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,245.78579711914062,201427200
2020-04-08,267.9599914550781,276.0,265.25,274.0299987792969,254.03640747070312,153774500
2020-04-09,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,257.9021301269531,189999200
2020-04-13,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,255.54750061035156,114839100
2020-04-14,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,263.0843505859375,134143400
2020-04-15,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,257.4942626953125,121775000
2020-04-16,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,258.7364501953125,131798300
2020-04-17,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,265.72637939453125,146684800
2020-04-20,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,261.0447998046875,100109300
2020-04-21,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,253.11868286132812,126385700
2020-04-22,278.3500061035156,281.0,276.9100036621094,279.1000061035156,258.7364501953125,92951600
2020-04-23,280.489990234375,283.94000244140625,278.75,279.0799865722656,258.7179260253906,104709700
2020-04-24,280.7300109863281,283.70001220703125,278.5,282.9700012207031,262.3241271972656,85063200
2020-04-27,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,266.1064453125,77896600
2020-04-28,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,264.8827209472656,105270000
2020-04-29,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,271.817138671875,118745600
2020-04-30,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,269.2861328125,122901700
2020-05-01,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,262.1572265625,125180000
2020-05-04,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,262.88037109375,80873200
2020-05-05,286.6400146484375,289.25,283.7099914550781,286.19000244140625,265.3091735839844,79569900
2020-05-06,288.0400085449219,288.4599914550781,283.7799987792969,284.25,263.5107727050781,73632600
2020-05-07,287.75,289.7799987792969,287.1300048828125,287.67999267578125,266.6904602050781,75250400
2020-05-08,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,271.1031494140625,76452400
2020-05-11,290.3399963378906,294.0,289.8800048828125,292.5,271.15875244140625,79514200
2020-05-12,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,265.7541198730469,95870800
2020-05-13,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,261.0540771484375,144721100
2020-05-14,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,264.17822265625,121977900
2020-05-15,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,265.3925476074219,111146300
2020-05-18,293.04998779296875,296.75,292.70001220703125,295.0,273.476318359375,119703800
2020-05-19,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,270.6675109863281,95189300
2020-05-20,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,275.26556396484375,85861700
2020-05-21,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,273.3651428222656,78293900
2020-05-22,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,273.8843078613281,63958200
2020-05-26,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,277.2587585449219,88951400
2020-05-27,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,281.38409423828125,104817400
2020-05-28,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,280.8648681640625,90405200
2020-05-29,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,282.1163635253906,119090800
2020-06-01,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,283.25665283203125,55758300
2020-06-02,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,285.6020812988281,74267200
2020-06-03,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,289.40283203125,92567600
2020-06-04,311.1099853515625,313.0,309.0799865722656,311.3599853515625,288.6427307128906,75794400
2020-06-05,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,296.04052734375,150524700
2020-06-08,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,299.6189270019531,73641200
2020-06-09,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,297.3847351074219,77479200
2020-06-10,321.4200134277344,322.3900146484375,318.2200012207031,319.0,295.7253112792969,95000800
2020-06-11,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,278.6770324707031,209243600
2020-06-12,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,282.0143737792969,194678900
2020-06-15,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,284.6472473144531,135782700
2020-06-16,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,290.1260681152344,137627500
2020-06-17,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,288.9208984375,83398900
2020-06-18,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,289.0320739746094,80828700
2020-06-19,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,287.38031005859375,135549600
2020-06-22,307.989990234375,311.04998779296875,306.75,310.6199951171875,289.2238464355469,74649400
2020-06-23,313.489990234375,314.5,311.6099853515625,312.04998779296875,290.5553894042969,68471200
2020-06-24,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,283.14373779296875,132813500
2020-06-25,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,286.17926025390625,89468000
2020-06-26,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,279.3819885253906,127961000
2020-06-29,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,283.4881591796875,79773300
2020-06-30,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,287.1195373535156,113394800
2020-07-01,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,289.13079833984375,72396500
2020-07-02,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,290.7231140136719,69344200
2020-07-06,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,295.2109680175781,61713800
2020-07-07,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,292.1662292480469,82910000
2020-07-08,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,294.4009704589844,54638600
2020-07-09,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,292.7249450683594,83354200
2020-07-10,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,295.7138366699219,57550400
2020-07-13,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,293.1532897949219,102997500
2020-07-14,313.29998779296875,319.760009765625,312.0,318.9200134277344,296.9521484375,93657000
2020-07-15,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,299.68035888671875,87196500
2020-07-16,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,298.6933288574219,54622500
2020-07-17,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,299.5592956542969,62774900
2020-07-20,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,301.9802551269531,56308800
2020-07-21,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,302.6226806640625,57292200
2020-07-22,324.6199951171875,327.20001220703125,324.5,326.8599853515625,304.3452453613281,57792900
2020-07-23,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,300.7139587402344,75738000
2020-07-24,320.95001220703125,321.989990234375,319.25,320.8800048828125,298.7772216796875,73766600
2020-07-27,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,300.95599365234375,48293000
2020-07-28,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,299.0472106933594,57495000
2020-07-29,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,302.7251281738281,48454200
2020-07-30,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,301.6449890136719,61861700
2020-07-31,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,304.02862548828125,84986800
2020-08-03,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,306.142333984375,53077900
2020-08-04,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,307.32489013671875,41917900
2020-08-05,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,309.23358154296875,42697700
2020-08-06,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,311.30072021484375,43679400
2020-08-07,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,311.52423095703125,57308300
2020-08-10,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,312.4552917480469,44282100
2020-08-11,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,309.8760986328125,69601100
2020-08-12,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,314.19647216796875,53774400
2020-08-13,336.6099853515625,338.25,335.8299865722656,336.8299865722656,313.62841796875,41816100
2020-08-14,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,313.6378173828125,47260400
2020-08-17,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,314.63409423828125,35481000
2020-08-18,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,315.3138427734375,38733900
2020-08-19,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,314.0009765625,68054200
2020-08-20,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,314.97857666015625,42207800
2020-08-21,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,316.0960388183594,55106600
2020-08-24,342.1199951171875,343.0,339.45001220703125,342.9200134277344,319.2990417480469,48588700
2020-08-25,343.5299987792969,344.2099914550781,342.2699890136719,344.1199951171875,320.4163513183594,38463400
2020-08-26,344.760009765625,347.8599853515625,344.1700134277344,347.57000732421875,323.6287536621094,50790200
2020-08-27,348.510009765625,349.8999938964844,346.5299987792969,348.3299865722656,324.33636474609375,58034100
2020-08-28,349.44000244140625,350.7200012207031,348.1499938964844,350.5799865722656,326.431396484375,48588900
2020-08-31,350.3500061035156,351.29998779296875,349.05999755859375,349.30999755859375,325.24884033203125,66099200
2020-09-01,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,328.312255859375,54908700
2020-09-02,354.6700134277344,358.75,353.42999267578125,357.70001220703125,333.0610046386719,69540000
2020-09-03,355.8699951171875,356.3800048828125,342.5899963378906,345.3900146484375,321.59893798828125,148011100
2020-09-04,346.1300048828125,347.8299865722656,334.8699951171875,342.57000732421875,318.97314453125,139156300
2020-09-08,336.7099914550781,342.6400146484375,332.8800048828125,333.2099914550781,310.2579040527344,114465300
2020-09-09,337.54998779296875,342.4599914550781,336.6099853515625,339.7900085449219,316.3846740722656,91462300
2020-09-10,341.82000732421875,342.5299987792969,332.8500061035156,333.8900146484375,310.89105224609375,90569500
2020-09-11,335.82000732421875,336.9700012207031,331.0,334.05999755859375,311.04931640625,84680200
2020-09-14,337.489990234375,340.3800048828125,334.2200012207031,338.4599914550781,315.146240234375,65605700
2020-09-15,341.1199951171875,342.0199890136719,338.4700012207031,340.1700134277344,316.73846435546875,52920900
2020-09-16,341.510009765625,343.05999755859375,338.5199890136719,338.82000732421875,315.4814453125,82096000
2020-09-17,333.55999755859375,337.70001220703125,332.989990234375,335.8399963378906,312.7067565917969,91523300
2020-09-18,335.3699951171875,335.489990234375,327.9700012207031,330.6499938964844,309.1065673828125,105877900
2020-09-21,325.70001220703125,327.1300048828125,321.7300109863281,326.9700012207031,305.6663818359375,99450800
2020-09-22,328.57000732421875,330.8999938964844,325.8599853515625,330.29998779296875,308.7793884277344,63612100
2020-09-23,330.8999938964844,331.20001220703125,322.1000061035156,322.6400146484375,301.6184997558594,93112200
2020-09-24,321.2200012207031,326.79998779296875,319.79998779296875,323.5,302.42254638671875,76681300
2020-09-25,322.5799865722656,329.5799865722656,321.6400146484375,328.7300109863281,307.31170654296875,71069400
2020-09-28,333.2200012207031,334.9599914550781,332.1499938964844,334.19000244140625,312.416015625,64584600
2020-09-29,333.9700012207031,334.7699890136719,331.6199951171875,332.3699951171875,310.71453857421875,51304000
2020-09-30,333.0899963378906,338.2900085449219,332.8800048828125,334.8900146484375,313.0704040527344,104081100
2020-10-01,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,315.0802307128906,88698700
2020-10-02,331.70001220703125,337.010009765625,331.19000244140625,333.8399963378906,312.0887756347656,89431100
2020-10-05,336.05999755859375,339.9599914550781,336.010009765625,339.760009765625,317.62310791015625,45713100
2020-10-06,339.9100036621094,342.1700134277344,334.3800048828125,334.92999267578125,313.1076965332031,90128900
2020-10-07,338.1199951171875,341.6300048828125,338.0899963378906,340.760009765625,318.55792236328125,56999600
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,321.3811340332031,45242500
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,324.2511291503906,59528600
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,329.4675598144531,80388500
2020-10-13,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,327.3173522949219,73255500
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,325.2607116699219,57727900
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,324.85870361328125,60357700
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,324.6624755859375,89501900
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,319.7264404296875,68425600
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,321.0072326660156,60051900
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,320.3996276855469,63575000
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,322.15704345703125,55399300
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,323.2508239746094,49143900
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,317.2772216796875,91473000
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,316.18341064453125,65994100
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,305.3766174316406,127094300
2020-10-29,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,308.480224609375,90597700
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,305.26446533203125,120287300
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,308.6859436035156,86068300
2020-11-03,333.69000244140625,338.25,330.2900085449219,336.0299987792969,314.1361083984375,93294200
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,321.15679931640625,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,327.42022705078125,82039700
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,327.3454284667969,74973000
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,331.4588623046875,172304200
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,330.97271728515625,85552000
2020-11-11,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,333.4312744140625,58649000
2020-11-12,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,330.19677734375,67546200
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,334.7681579589844,62892200
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,338.9468688964844,74541100
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,337.12396240234375,66111000
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,333.0666198730469,70591300
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,334.4689636230469,59940900
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,332.1785583496094,70417300
2020-11-23,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,334.1697998046875,63230600
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,339.5545349121094,62415900
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,339.03106689453125,45330900
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,339.9751892089844,28514100
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,338.4700622558594,83872700
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,342.1720275878906,74231400
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,342.8919677734375,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,342.7984619140625,62882000
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,345.7525939941406,50749900
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,345.0420227050781,48944300
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,346.0517272949219,42458900
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,342.94805908203125,74098300
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,342.8358154296875,57735400
2020-12-11,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,342.4338684082031,57698600
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,340.9007263183594,69216200
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,345.509521484375,63865300
2020-12-16,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,346.0517272949219,58420500
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,347.9868469238281,64119500
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,346.5973815917969,136542300
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,345.358154296875,96386700
2020-12-22,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,344.776123046875,47949000
2020-12-23,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,345.0859069824219,46201400
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,346.4283447265625,26457900
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,349.40447998046875,39000400
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,348.7378845214844,53680500
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,349.2355041503906,49455300
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,351.0099182128906,78520700
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,346.231201171875,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,348.6158142089844,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,350.70001220703125,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,355.91058349609375,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,357.9385070800781,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,355.525634765625,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,355.60076904296875,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,356.558349609375,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,355.3097229003906,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,352.7184753417969,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,355.4881286621094,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,360.4075927734375,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,360.73614501953125,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,359.4593505859375,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,360.8769836425781,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,360.31365966796875,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,351.50738525390625,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,354.53045654296875,94198100
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,347.4329528808594,126765100
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,353.2161560058594,75817600
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,358.21075439453125,64450700
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,358.4924011230469,52427100
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,362.56683349609375,47142600
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,363.9939270019531,48669800
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,366.6226501464844,38365200
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,366.3785400390625,35551100
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,366.2188415527344,59154400
